,base0,base1,base2,base3,base4,base5,base6,base7,base8,base9,base10,base11,base12,base13,base14,base15,base16,base17,base18,base19,base20,base21,base22,base23,base24,base25,base26,base27,base28,base29,base30,base31,base32,base33,base34,base35,base36,base37,base38,base39,base40,base41,base42,base43,base44,base45,base46,base47,base48,base49,base50,base51
30,47605.398105460525,42984.73737522311,42943.702972035186,50120.74937320413,46163.12933630713,39158.7031379066,38238.604465323224,36240.00955655973,39888.69675787724,34718.74689245486,29543.4980288093,28660.311932431156,37376.02674357874,47293.029413505195,23333.078602253823,20881.6743940983,24445.518700209203,17520.56240142086,14259.93973636797,18214.667744865248,21822.272165420618,29406.061075010533,20098.01070679408,13073.271597420824,8344.870973822945,12557.825071473211,19741.11727105671,24880.310221593158,17559.771133755246,11862.202434192594,0.0,11102.141156497542,16261.39001862495,23106.620991916938,18877.22663110584,10426.57517132729,11349.486652709053,18383.07595782715,17390.12699555418,16460.152124675773,18225.66549613274,23302.877513998876,28083.39403904092,24363.67347383847,25375.369034541196,23625.959778749155,25374.177743949174,30835.91092317625,30201.570698481744,31301.602940864956,31463.897617823834,36548.6758353527
31,53447.35461241744,48630.34628769633,45899.60233999575,56328.999185433866,52371.379148536864,45000.659644863525,43884.21337779645,39391.035381603935,46093.62025155511,40923.67038613274,35251.27658431648,32939.09541857467,43580.95023725662,56108.29006603663,29457.449054738063,25802.279468665227,23609.859721697554,23816.373648588757,19509.731554892736,16126.32838022797,17312.228128044866,24896.017037634778,26777.54414705374,19752.80503768049,14154.705386697598,9511.270338145787,15231.073233680958,19603.699241627586,23585.901689990864,17888.332990428215,11102.141156497542,0.0,8431.571784960128,17284.956062290956,31542.333718215312,17667.643237990153,11839.757031629157,13044.779134044336,26753.932745026254,22682.05603900586,19636.66484800341,21278.24458677973,26808.820446682108,33727.47922331054,30299.76065560554,25036.959130619824,26155.243273444936,29561.337330817434,32320.5467460383,32608.708970386757,32279.079559669462,36290.871449028644
32,56687.78705816007,51870.778733438965,49139.44171866661,59599.12845845177,55809.30161427494,48241.09209060615,47124.64582353908,42630.87476027479,49673.480084632174,44167.49563209899,38491.709030059115,36178.93479724552,47160.810070333675,64442.73267772334,32840.81431535542,29042.118847336085,26849.699100368412,27396.23348166581,22757.26112302938,19391.727769348276,19231.345196612205,26815.134106202117,30601.646382329527,23576.90727295627,17420.104775817905,12548.54575923783,14436.912626207937,14599.078914018039,28532.21966527072,22834.650965708068,16261.39001862495,8431.571784960128,0.0,11793.141943726634,40891.91291085632,19870.12640873104,12336.184920252545,11071.356919874706,30277.92817003138,23774.957215428672,20729.566024426225,19304.8223726101,24835.398232512478,36347.42735051639,31392.661832028352,26129.860307042636,25463.271201707907,27587.915116647804,33413.44792246111,32006.201359916242,31587.107487932433,34317.449234859014
33,56895.7428591388,51953.76581298614,49029.52067222241,60308.919239844894,56519.092395668056,48495.35529142628,47207.632903086254,42520.95371383059,51147.40534953938,44926.18446448003,38574.69610960629,36069.013750801314,48634.735335240875,72092.59196173385,34050.269025833215,28932.19780089188,26739.77805392421,28811.932557251454,24291.104833868663,20661.35139271245,17559.18809084294,25190.027791583467,36596.69233134542,29568.86564098391,22481.916304153274,15325.91747245261,12318.51290315854,8004.771047479811,35377.45063856272,29679.881939000057,23106.620991916938,17284.956062290956,11793.141943726634,0.0,53090.762499346514,30040.23084453438,22647.489055738683,21173.20205063155,38545.4816935981,34086.261350914814,31040.87015991236,29055.41295686444,32806.39418055119,45519.02817188238,41703.96596751449,36441.164442528774,35737.95639191849,35558.911064686516,43724.75205794725,42317.50549540238,40301.44774109358,42288.44518289773
34,89061.63636219272,86425.46768466657,89544.16140603267,86340.20844021335,81800.09428540048,76205.27535576826,74654.77086870774,76614.73872978838,70260.94811259904,64864.06911199901,61272.55914103846,63121.10820736413,61111.91536734534,76144.37015498921,49122.72546982846,50926.15519033573,56765.21475888512,37124.1298964036,40026.89970505057,46357.98943328663,54956.905435381086,64408.358770789506,29595.05791207005,25138.472507381794,29303.231811826787,37390.578937973776,46923.86556490772,57569.78935734906,19401.416659406255,12776.973311083315,18877.22663110584,31542.333718215312,40891.91291085632,53090.762499346514,0.0,12415.322049718094,24933.247280496114,38085.94476065955,13029.649770727778,19015.171077627292,30509.900620078348,41587.79208811752,52490.130893180176,25587.473624867176,30019.11962780854,36205.9766466999,45794.54796002181,56320.303122504294,39564.02662962436,48073.2659989025,52946.05342535029,63162.82824127077
35,54553.606792981336,49932.946062743926,49891.911659556004,57068.95806072495,53111.33802382794,46106.91182542742,45186.81315284404,43188.21824408055,46836.90544539805,41666.95557997568,36491.70671633011,35608.520619951974,44324.23543109955,58981.11066116557,30281.287289774635,27829.883081619115,32319.310160566714,24468.771088941678,21842.79008227012,25855.03918880172,29004.950318075178,36588.73922766509,23718.543845685577,18775.430696687665,16418.80333986829,19996.7224891055,26923.79542371127,32062.98837424772,18335.502624472014,12397.174449412085,10426.57517132729,17667.643237990153,19870.12640873104,30040.23084453438,12415.322049718094,0.0,9183.381050576472,16500.11810206776,12644.031924957308,9603.459242691573,13263.546317341583,20357.312283386247,25137.82880842829,18441.585486638964,18518.676152556996,18613.500419157775,22428.612513336546,27890.34569256362,24378.248115973343,27561.60367663818,27723.89835359706,32808.67657112592
36,55199.24965456633,50578.58892432891,50498.52826152166,57714.60092230994,53756.98088541294,46752.55468701241,45832.45601442903,43833.861105665535,47482.548306983044,42312.598441560665,37137.349577915105,36254.16348153696,44969.878292684545,63616.83271146441,30926.93015135963,28475.525943204106,28631.34657544594,25114.41395052667,21853.79128547378,21147.815233976355,23177.064111714186,30760.853021304098,27691.86225589989,20667.123146526632,15365.543116881958,14235.868106648795,21095.90921735028,25453.426026030087,24268.143486178375,18570.57478661572,11349.486652709053,11839.757031629157,12336.184920252545,22647.489055738683,24933.247280496114,9183.381050576472,0.0,8947.195955325278,19679.098877956385,13069.231199010119,10023.840008007668,12981.556631517557,17762.0731565596,25650.948727593222,20686.935815609795,15424.134290624082,15052.856861467855,20514.590040694926,22707.72190604256,21595.78701967619,21176.693147692382,26261.471365221245
37,61946.09689243841,57325.436162201,54841.64238423406,64545.327519927516,60587.70748303051,53499.4019248845,52579.30325230111,48333.07542584224,54309.94858604876,49139.99872062639,43884.19681578719,41881.13546281296,51797.278571750256,73441.46661142824,37673.777389231705,34744.31951290353,32551.899765935857,31964.194667949676,28182.33664289668,25093.92843491572,24933.54586217965,32517.334771769565,34553.69412286928,27528.95501349603,22183.457938526903,18250.746424805275,22852.390967815743,23979.139020922954,31260.818933333576,25563.250233770923,18383.07595782715,13044.779134044336,11071.356919874706,21173.20205063155,38085.94476065955,16500.11810206776,8947.195955325278,0.0,26995.835929447676,20385.968250501406,16855.721439453275,11688.724319512654,17219.300179415033,32967.68577908451,28003.672867101086,22541.977699128332,17847.17314861046,19971.81706355036,30001.37384200227,24390.103306818797,23971.00943483499,26701.351181761565
38,56802.876324756435,52711.78917582702,55042.26431573303,58978.866056101004,55021.246019204,48356.18135720252,47965.65626592713,48241.85265299998,48746.81344077411,43576.86357535173,38892.64706413116,40598.56856067022,46234.14342647561,65091.42915254706,32530.556821549733,32980.23573779614,39617.30385078203,26545.500646159177,28850.50106299783,33708.0623147686,37261.13286710178,44844.92177669169,24912.157612038573,20582.557960639842,23838.265543726295,28736.316673430403,35179.97797273788,40319.170923274316,19529.116390825006,13590.788215765078,17390.12699555418,26753.932745026254,30277.92817003138,38545.4816935981,13029.649770727778,12644.031924957308,19679.098877956385,26995.835929447676,0.0,10555.243974086217,19790.152086190545,29818.12795561535,34598.64448065739,8685.545901449896,14424.127235760909,19962.838765249595,24958.821709383094,31609.38048116729,18697.540677746547,28001.560042401026,29112.167151941176,34196.945369470035
39,60316.57835907696,55695.91762883954,55654.88322565162,62831.929626820565,58874.30958992356,51869.883391523035,50949.784718939656,48951.18981017616,52599.87701149368,47429.92714607129,42254.67828242573,41371.49218604759,50087.20699719517,69942.0966664038,36044.258855870256,33592.85464771473,38282.422632350164,30032.747384641865,27605.761648365737,31203.49764396929,34019.363119090885,41603.1520286808,28925.319721801556,24562.186697836507,22181.774905963903,25078.1671140255,31938.208224726983,36783.63551389093,23542.278500587992,17603.950325528065,16460.152124675773,22682.05603900586,23774.957215428672,34086.261350914814,19015.171077627292,9603.459242691573,13069.231199010119,20385.968250501406,10555.243974086217,0.0,9234.908112104327,19262.88398152913,24043.400506571175,14113.654718633052,11763.756239248136,12256.134120546087,17172.9753107512,23902.67583646378,18141.10214776459,21243.16783027879,21405.462507237673,26490.240724766532
40,62075.42849799002,57454.76776775261,57413.73336456468,64590.77976573363,60633.159728836625,53628.733530436104,52708.63485785272,50710.03994908922,54358.72715040673,49188.77728498436,44013.52842133879,43130.34232496066,51846.057136108226,74977.16896518705,37803.10899478332,35351.70478662779,36428.2543918202,31990.592793950353,28729.97012889747,28944.72305035061,30973.97192808844,38557.76083767835,34568.04109932357,27543.30198995032,22814.90136635244,22032.77592302305,28892.817033724532,33738.24432288848,31144.32232960206,25346.874446794776,18225.66549613274,19636.66484800341,20729.566024426225,31040.87015991236,30509.900620078348,13263.546317341583,10023.840008007668,16855.721439453275,19790.152086190545,9234.908112104327,0.0,10905.487970793796,15686.004495835838,19857.4124020749,15684.775039119238,9630.597965105757,11811.248409778045,18432.704471160083,16914.185580524238,16569.044036172447,16731.33871313133,21816.116930660188
41,67152.64051585615,62531.979785618736,62133.756089585535,69667.99178359978,65710.37174670276,58705.94554830224,57785.84687571885,55625.189131193714,59435.93916827287,54265.98930285049,49090.74043920493,48207.554342826785,56923.26915397437,82836.15349104506,42880.32101264945,40428.91680449393,40266.57440350982,37067.80481181649,33807.182146763604,32783.04306204023,33167.01131491504,40750.80022450496,39645.25311718971,32620.514007816455,27609.729128747436,26167.985019958054,31085.856420551136,31861.34992715584,36221.534347468194,30523.965647905545,23302.877513998876,21278.24458677973,19304.8223726101,29055.41295686444,41587.79208811752,20357.312283386247,12981.556631517557,11688.724319512654,29818.12795561535,19262.88398152913,10905.487970793796,0.0,7470.18646286854,27260.12197862201,25605.858966450218,16306.74251825905,10840.621848582638,10222.703347003866,23477.88311234649,17785.547431273313,14965.240023410932,16952.237465215072
42,71933.1570408982,67312.49631066079,67271.46190747285,74448.50830864182,70490.8882717448,63486.46207334428,62566.36340076089,60567.7684919974,64216.455693314914,59046.505827892535,53871.25696424697,52988.070867868824,61703.78567901641,90800.26356940041,47660.83753769149,45209.43332953597,45422.120595982036,41848.32133685853,38587.69867180564,37938.58925451245,38697.587174817425,46281.37608440733,44425.76964223175,37401.030532858495,32390.245653789483,31260.57064355632,35450.16486303249,35612.3311508426,41002.05087251024,35304.48217294758,28083.39403904092,26808.820446682108,24835.398232512478,32806.39418055119,52490.130893180176,25137.82880842829,17762.0731565596,17219.300179415033,34598.64448065739,24043.400506571175,15686.004495835838,7470.18646286854,0.0,32040.63850366405,30386.37549149226,21087.259043301092,14146.706784819695,6656.990665255649,28258.39963738854,22566.063956315353,18271.324959647987,20258.322401452133
43,63776.422803040725,59685.3356541113,62015.810794017314,65952.4125343853,61994.79249748829,55329.7278354868,54939.20274421142,55215.39913128427,55720.35991905839,50550.41005363602,45866.19354241545,47572.11503895451,53207.68990475989,77510.48270810457,39504.10329983402,39953.78221608042,46590.850329066314,33519.04712444346,35824.047541282125,40651.906196345735,44234.67934538607,51818.468254975975,31885.704090322855,27556.10443892413,30782.109425303428,35709.863151714686,42153.52445102215,47292.717401558606,26502.662869109292,20564.334694049365,24363.67347383847,33727.47922331054,36347.42735051639,45519.02817188238,25587.473624867176,18441.585486638964,25650.948727593222,32967.68577908451,8685.545901449896,14113.654718633052,19857.4124020749,27260.12197862201,32040.63850366405,0.0,9662.373095153569,13532.732713617355,20147.82624112473,26291.25678507184,10261.266082980786,19565.285447635266,22188.378232151037,28359.574250616086
44,68116.10787236359,63825.62133459246,64291.53503491668,70535.00549027018,66577.3854533732,59669.41290480968,59079.48842469258,57587.84161944122,60302.952874943294,55133.00300952092,50054.20779571237,50008.14399531265,57790.282860644795,82042.7306852823,43843.78836915689,42229.50645697979,46368.18581722131,37697.38749695514,36520.97855823116,39607.818857952734,41637.067735690565,49220.85664528048,36468.29704620776,32138.69739480903,31096.99181582933,32695.87173062518,39555.91284132666,44401.34013049061,31085.25582499419,25146.927649934263,25375.369034541196,30299.76065560554,31392.661832028352,41703.96596751449,30019.11962780854,18518.676152556996,20686.935815609795,28003.672867101086,14424.127235760909,11763.756239248136,15684.775039119238,25605.858966450218,30386.37549149226,9662.373095153569,0.0,12356.214855103286,18560.09089278183,24923.37743571573,9084.748224466717,18388.7675891212,21011.86037363697,27183.05639210202
45,67475.72278060643,62855.062050369015,62814.027647181094,69991.07404835004,66033.45401145304,59029.02781305251,58108.92914046913,56110.33423170564,59759.02143302315,54589.07156760077,49413.8227039552,48530.636607577064,57246.35141872465,85305.21891614475,43203.40327739973,40751.99906924421,41828.548674436606,37390.88707656677,34130.26441151388,34345.01733296702,36374.26621070485,43958.05512029477,38332.91451296493,32943.596272566734,28215.195648968853,27433.070205639466,34293.111316340946,39138.538605504895,32949.87329175137,27011.54511669144,23625.959778749155,25036.959130619824,26129.860307042636,36441.164442528774,36205.9766466999,18613.500419157775,15424.134290624082,22541.977699128332,19962.838765249595,12256.134120546087,9630.597965105757,16306.74251825905,21087.259043301092,13532.732713617355,12356.214855103286,0.0,9194.446780761777,15557.733323695677,10551.94425670724,9602.686438256178,11614.464614076742,17785.660632541792
46,69223.94074580645,64603.280015569035,64562.24561238111,71739.29201355006,67781.67197665306,60777.24577825253,59857.14710566915,57858.55219690566,61507.239398223166,56337.28953280079,51162.04066915522,50278.85457277708,58994.56938392467,90398.74551049244,44951.62124259975,42500.21703444423,42946.83281726172,39139.10504176679,35878.4823767139,35463.301475792134,37492.550353529965,45076.33926311988,41716.55334714001,34691.814237766754,29681.02935869774,28551.354348464574,35411.39545916606,38543.89336220989,37781.25758316257,32007.528060824938,25374.177743949174,26155.243273444936,25463.271201707907,35737.95639191849,45794.54796002181,22428.612513336546,15052.856861467855,17847.17314861046,24958.821709383094,17172.9753107512,11811.248409778045,10840.621848582638,14146.706784819695,20147.82624112473,18560.09089278183,9194.446780761777,0.0,9045.091059636032,16365.587374849218,10673.251693776037,10134.740201015886,12928.457216033627
47,74685.67392503352,70065.0131947961,70023.97879160818,77201.02519277713,73243.40515588013,66238.9789574796,65318.88028489622,63320.28537613273,66968.97257745024,61799.02271202786,56623.7738483823,55740.587752004154,64456.30256315174,97957.8930343765,50413.35442182682,47961.9502136713,48174.63748011736,44600.83822099386,41340.21555594097,40691.106138647774,41450.104058952755,49033.89296854266,47178.28652636708,40153.547416993824,35142.762537924806,34013.08752769165,38202.68174716782,38364.84803497793,43754.56775664557,38056.99905708291,30835.91092317625,29561.337330817434,27587.915116647804,35558.911064686516,56320.303122504294,27890.34569256362,20514.590040694926,19971.81706355036,31609.38048116729,23902.67583646378,18432.704471160083,10222.703347003866,6656.990665255649,26291.25678507184,24923.37743571573,15557.733323695677,9045.091059636032,0.0,22509.01791879633,16813.274046441365,11813.349625036022,13800.347066840164
48,73557.94857375542,69466.861424826,69950.3967347308,75733.93830509999,71776.31826820297,65111.2536062015,64720.728514926115,63246.703319255335,65501.88568977309,60331.935824350716,55647.71931313015,55667.00569512677,62989.21567547459,91765.34198874884,49285.62907054872,47888.36815679391,49112.13628985509,43300.572895158155,41413.852026932356,41628.6049483855,43657.85382612333,51241.64273571325,41667.22986103756,37337.630209638824,35498.78326438733,34716.65782105794,41576.69893175943,46422.12622092337,36284.18863982399,30345.86046476406,30201.570698481744,32320.5467460383,33413.44792246111,43724.75205794725,39564.02662962436,24378.248115973343,22707.72190604256,30001.37384200227,18697.540677746547,18141.10214776459,16914.185580524238,23477.88311234649,28258.39963738854,10261.266082980786,9084.748224466717,10551.94425670724,16365.587374849218,22509.01791879633,0.0,10656.291974466845,17287.27611126555,23616.60392777829
49,75151.36594272223,70530.70521248481,70489.67080929689,77666.71721046584,73709.09717356884,66704.67097516832,65784.57230258493,63785.977393821435,67434.66459513895,62264.71472971657,57089.465866071005,56206.27976969286,64921.994580840445,97468.8155039132,50879.04643951553,48427.642231360005,49400.29851420355,45066.530238682564,41805.90757362968,41916.76717273396,43946.016050471786,51529.8049600617,47319.94822269764,40619.23943468253,35890.83881108466,35004.8200454064,41864.86115610788,45123.44246569378,41936.90700148407,35998.57882642414,31301.602940864956,32608.708970386757,32006.201359916242,42317.50549540238,48073.2659989025,27561.60367663818,21595.78701967619,24390.103306818797,28001.560042401026,21243.16783027879,16569.044036172447,17785.547431273313,22566.063956315353,19565.285447635266,18388.7675891212,9602.686438256178,10673.251693776037,16813.274046441365,10656.291974466845,0.0,7642.455387390972,13971.783203903717
50,75313.66061968112,70692.99988944369,70651.96548625577,77829.01188742471,73871.39185052773,66866.9656521272,65946.86697954382,63948.272070780324,67596.95927209783,62427.009406675454,57251.760543029886,56368.57444665174,65084.28925779932,100504.6758275006,51041.3411164744,48589.93690831888,49070.669103486245,45228.824915641446,41968.202250588554,41587.13776201666,43616.38663975449,51200.17554934441,47482.242899656514,40781.53411164141,35796.42961225765,34675.190634689105,41535.231745390585,43107.38471138499,42099.20167844295,36160.87350338302,31463.897617823834,32279.079559669462,31587.107487932433,40301.44774109358,52946.05342535029,27723.89835359706,21176.693147692382,23971.00943483499,29112.167151941176,21405.462507237673,16731.33871313133,14965.240023410932,18271.324959647987,22188.378232151037,21011.86037363697,11614.464614076742,10134.740201015886,11813.349625036022,17287.27611126555,7642.455387390972,0.0,6653.3624524640245
51,80398.43883720998,75777.77810697255,75736.74370378462,82913.79010495359,78956.17006805658,71951.74386965606,71031.64519707268,69033.05028830918,72681.73748962668,67511.78762420431,62336.538760558746,61453.3526641806,70169.06747532818,108789.58431702324,56126.11933400327,53674.71512584775,54155.447321015105,50313.60313317031,47052.98046811742,46671.91597954552,48011.12604977745,55594.914959367365,52567.02111718537,45866.31232917027,40881.20782978651,39759.968852217964,44932.21586537903,45094.38215318913,47183.97989597181,41245.65172091188,36548.6758353527,36290.871449028644,34317.449234859014,42288.44518289773,63162.82824127077,32808.67657112592,26261.471365221245,26701.351181761565,34196.945369470035,26490.240724766532,21816.116930660188,16952.237465215072,20258.322401452133,28359.574250616086,27183.05639210202,17785.660632541792,12928.457216033627,13800.347066840164,23616.60392777829,13971.783203903717,6653.3624524640245,0.0
